species
Neocrex_erythrops
Piaya_cayana
Phaethon_lepturus
Stelgidopteryx_ruficollis
Tyrannus_melancholicus
Crotophaga_ani
Elanus_leucurus
Gampsonyx_swainsonii
Porzana_flaviventer
Tapera_naevia
Buteo_magnirostris
Falco_deiroleucus
Plegadis_chihi
Chloroceryle_amazona
Sarcoramphus_papa
Galbula_ruficauda
Columbina_minuta
Lophornis_delattrei
Mycteria_americana
Crotophaga_major
Harpia_harpyja
Phaeomyias_murina
Mesembrinibis_cayennensis
Cathartes_burrovianus
Morphnus_guianensis
Tachybaptus_dominicus
Columbina_talpacoti
Patagioenas_cayennensis
Padda_oryzivora
Leptotila_verreauxi
Buteogallus_urubitinga
Taraba_major
Tityra_inquisitor
Volatinia_jacarina
Micrastur_ruficollis
Streptoprocne_zonaris
Busarellus_nigricollis
Neomorphus_geoffroyi
Grallaricula_flavirostris
Patagioenas_plumbea
Psarocolius_decumanus
Dacnis_cayana
Laterallus_exilis
Ictinia_plumbea
Glaucidium_brasilianum
Habia_rubica
Lurocalis_semitorquatus
Sporophila_nigricollis
Cairina_moschata
Elaenia_flavogaster
Thraupis_palmarum
Micrastur_semitorquatus
Spizaetus_melanoleucus
Dendrocygna_viduata
Pulsatrix_perspicillata
Sclerurus_albigularis
Coereba_flaveola
Myiopagis_viridicata
Elaenia_chiriquensis
Geranospiza_caerulescens
Myiobius_atricaudus
Buteo_nitidus
Piculus_chrysochloros
Ara_ararauna
Myiarchus_tyrannulus
Pilherodius_pileatus
Thamnophilus_doliatus
Tolmomyias_sulphurescens
Claravis_pretiosa
Leptodon_cayanensis
Formicivora_grisea
Chaetura_cinereiventris
Accipiter_superciliosus
Campephilus_haematogaster
Baryphthengus_martii
Porphyrio_martinica
Megarynchus_pitangua
Legatus_leucophaius
Todirostrum_cinereum
Capsiempis_flaveola
Eucometis_penicillata
Puffinus_gravis
Campephilus_melanoleucos
Spizaetus_ornatus
Electron_platyrhynchum
Monasa_morphoeus
Dryocopus_lineatus
Dryocopus_pileatus
Trogon_rufus
Geotrygon_montana
Molothrus_oryzivorus
Nyctidromus_albicollis
Euphonia_laniirostris
Elanoides_forficatus
Dendrocygna_bicolor
Donacobius_atricapilla
Gygis_alba
Xenopipo_holochlora
Herpetotheres_cachinnans
Chloroceryle_americana
Falco_rufigularis
Ara_chloropterus
Buteo_brachyurus
Anhinga_anhinga
Microcerculus_marginatus
Myiobius_villosus
Cochlearius_cochlearius
Myiozetetes_cayanensis
Chloroceryle_inda
Micromonacha_lanceolata
Coragyps_atratus
Euphonia_xanthogaster
Thryothorus_leucotis
Dendrocygna_autumnalis
Dendroplex_picus
Pitangus_lictor
Neochelidon_tibialis
Myiopagis_gaimardii
Hyloctistes_subulatus
Spizaetus_tyrannus
Cacicus_cela
Myiozetetes_similis
Crypturellus_soui
Odontophorus_gujanensis
Hemithraupis_flavicollis
Coccycua_minuta
Chlorospingus_flavigularis
Heliornis_fulica
Ibycter_americanus
Anous_stolidus
Pionus_menstruus
Querula_purpurata
Tachyphonus_luctuosus
Ara_severus
Dendrocolaptes_picumnus
Tityra_semifasciata
Patagioenas_speciosa
Glaucis_hirsutus
Serinus_mozambicus
Catharus_fuscater
Numida_meleagris
Leucopternis_albicollis
Euplectes_afer
Nyctibius_grandis
Eurypyga_helias
Saltator_maximus
Chlorophanes_spiza
Formicarius_rufipectus
Lonchura_cucullata
Tolmomyias_flaviventris
Chloroceryle_aenea
Amazona_farinosa
Laterallus_jamaicensis
Microrhopias_quixensis
Lepidothrix_coronata
Sclerurus_mexicanus
Phaeothlypis_fulvicauda
Rallus_longirostris
Myrmotherula_axillaris
Cymbilaimus_lineatus
Formicarius_analis
Tolmomyias_assimilis
Lophostrix_cristata
Pharomachrus_auriceps
Cnipodectes_subbrunneus
Ara_militaris
Dendrocincla_fuliginosa
Xiphocolaptes_promeropirhynchus
Onychorhynchus_coronatus
Sporophila_schistacea
Myiozetetes_granadensis
Anous_minutus
Turdus_fumigatus
Helicolestes_hamatus
Trogon_melanurus
Chaetura_brachyura
Vidua_macroura
Agamia_agami
Terenotriccus_erythrurus
Notharchus_tectus
Ara_macao
Plegadis_falcinellus
Premnoplex_brunnescens
Euphonia_minuta
Panyptila_cayennensis
Tangara_gyrola
Cyanerpes_caeruleus
Notharchus_hyperrhynchus
Serpophaga_cinerea
Chondrohierax_uncinatus
Automolus_ochrolaemus
Micrastur_mirandollei
Ramphocaenus_melanurus
Pterodroma_externa
Saltator_grossus
Cyanerpes_cyaneus
Platyrinchus_coronatus
Harpagus_bidentatus
Pterodroma_ultima
Strix_virgata
Doryfera_ludovicae
Brotogeris_versicolurus
Glyphorynchus_spirurus
Jacamerops_aureus
Heliomaster_longirostris
Mionectes_oleagineus
Patagioenas_subvinacea
Alopochen_aegyptiaca
Phaethornis_guy
Amaurolimnas_concolor
Carduelis_xanthogastra
Hylophilus_ochraceiceps
Pterodroma_phaeopygia
Colaptes_punctigula
Florisuga_mellivora
Trogon_collaris
Terenura_callinota
Tyrannulus_elatus
Sula_sula
Chlorospingus_canigularis
Oceanodroma_tethys
Amazona_ochrocephala
Sula_dactylatra
Pipra_pipra
Pachyramphus_versicolor
Rhynchocyclus_olivaceus
Myrmotherula_ignota
Cacicus_uropygialis
Tinamus_major
Pseudotriccus_pelzelni
Fregata_minor
Attila_spadiceus
Haematopus_palliatus
Polioptila_plumbea
Lophotriccus_pileatus
Ploceus_cucullatus
Sterna_anaethetus
Klais_guimeti
Myrmornis_torquata
Sula_leucogaster
Caryothraustes_canadensis
Pachyramphus_albogriseus
Puffinus_pacificus
Microbates_cinereiventris
Procelsterna_cerulea
Myiarchus_tuberculifer
Pyrocephalus_rubinus
Thraupis_abbas
Pachyramphus_rufus
Sturnella_militaris
Automolus_rubiginosus
Buteo_albonotatus
Puffinus_tenuirostris
Syndactyla_subalaris
Chaetura_spinicaudus
Geothlypis_semiflava
Leptopogon_superciliaris
Chlorospingus_ophthalmicus
Deconychura_longicauda
Eutoxeres_aquila
Pipra_erythrocephala
Vireo_leucophrys
Claravis_mondetoura
Campylorhamphus_pusillus
Oryzoborus_crassirostris
Puffinus_nativitatis
Haplophaedia_aureliae
Geopelia_striata
Puffinus_carneipes
Estrilda_melpoda
Calliphlox_mitchellii
Leucopternis_princeps
Puffinus_puffinus
Sterna_sandvicensis
Pyrrhura_picta
Haplospiza_rustica
Formicarius_nigricapillus
Athene_cunicularia
Colibri_delphinae
Chordeiles_acutipennis
Eubucco_bourcierii
Touit_dilectissimus
Tyto_alba
Scytalopus_chocoensis
Cypseloides_cherriei
Phyllomyias_griseiceps
Puffinus_bulleri
Egretta_thula
Heliodoxa_jacula
Tangara_palmeri
Myiodynastes_maculatus
Discosura_conversii
Carpodectes_hopkei
Harpyhaliaetus_solitarius
Piranga_leucoptera
Hylocharis_humboldtii
Colaptes_rubiginosus
Cercomacra_tyrannina
Henicorhina_leucosticta
Myiodynastes_hemichrysus
Leucopternis_plumbeus
Chrysomus_icterocephalus
Sterna_dougallii
Saltator_striatipectus
Henicorhina_leucophrys
Androdon_aequatorialis
Heterospingus_xanthopygius
Ramphastos_ambiguus
Cranioleuca_erythrops
Sirystes_albogriseus
Turdus_nudigenis
Myrmotherula_schisticolor
Ramphocelus_flammigerus
Thryothorus_leucopogon
Arremon_brunneinucha
Dysithamnus_puncticeps
Troglodytes_aedon
Chlorothraupis_olivacea
Nystalus_radiatus
Bubulcus_ibis
Polioptila_schistaceigula
Turdus_obsoletus
Nothocercus_bonapartei
Grallaria_guatimalensis
Trogon_chionurus
Egretta_garzetta
Tangara_icterocephala
Coccyzus_ferrugineus
Nesotriccus_ridgwayi
Pinaroloxias_inornata
Bolborhynchus_lineola
Mitrospingus_cassinii
Sapayoa_aenigma
Tangara_guttata
Tangara_florida
Pachyramphus_homochrous
Sporophila_minuta
Thryothorus_spadix
Myrmotherula_pacifica
Forpus_passerinus
Gallinula_chloropus
Euphonia_fulvicrissa
Mimus_gilvus
Arremon_aurantiirostris
Neocrex_colombiana
Damophila_julie
Campylorhynchus_albobrunneus
Cotinga_nattererii
Myiornis_atricapillus
Colinus_cristatus
Colibri_thalassinus
Thryothorus_nigricapillus
Aratinga_pertinax
Forpus_conspicillatus
Poecilotriccus_sylvia
Dacnis_venusta
Myrmeciza_longipes
Fluvicola_pica
Ornithion_brunneicapillus
Amazilia_amabilis
Celeus_loricatus
Geotrygon_veraguensis
Calonectris_diomedea
Egretta_caerulea
Notharchus_pectoralis
Philydor_fuscipenne
Synallaxis_brachyura
Cathartes_aura
Sterna_fuscata
Cyphorhinus_phaeocephalus
Cercomacra_nigricans
Caprimulgus_cayennensis
Xenerpestes_minlosi
Coccyzus_lansbergi
Todirostrum_nigriceps
Veniliornis_kirkii
Capito_maculicoronatus
Tachyphonus_delatrii
Streptoprocne_rutila
Crypturellus_kerriae
Xiphorhynchus_lachrymosus
Picoides_fumigatus
Manacus_vitellinus
Quiscalus_lugubris
Sula_granti
Arremonops_conirostris
Bulweria_bulwerii
Tangara_inornata
Psarocolius_guatimozinus
Cranioleuca_dissita
Phylloscartes_superciliaris
Picumnus_olivaceus
Ramphocelus_dimidiatus
Butorides_striata
Sterna_caspia
Thryothorus_fasciatoventris
Pyrilia_pyrilia
Campylorhynchus_griseus
Atalotriccus_pilaris
Dacnis_viguieri
Chlorospingus_inornatus
Goethalsia_bella
Tangara_fucosa
Geotrygon_goldmani
Laterallus_albigularis
Epinecrophylla_fulviventris
Hylophylax_naevioides
Pterodroma_cervicalis
Thamnophilus_nigriceps
Myiarchus_panamensis
Basileuterus_ignotus
Elaenia_frantzii
Threnetes_ruckeri
Chalybura_urochrysia
Odontophorus_dialeucos
Scytalopus_panamensis
Tangara_lavinia
Sublegatus_arenarum
Margarornis_bellulus
Carduelis_cucullata
Gymnopithys_leucaspis
Hylophilus_flavipes
Brachygalba_salmoni
Chalybura_buffonii
Myadestes_coloratus
Anthracothorax_veraguensis
Thamnophilus_atrinucha
Sula_nebouxii
Cypseloides_cryptus
Manacus_aurantiacus
Leucopternis_semiplumbeus
Oncostoma_olivaceum
Cyanocorax_affinis
Conopias_albovittatus
Hylopezus_perspicillatus
Thalurania_colombica
Amazilia_edward
Ara_ambiguus
Chlorostilbon_assimilis
Pittasoma_michleri
Aphanotriccus_audax
Melanerpes_rubricapillus
Icterus_auricapillus
Carpodectes_antoniae
Nonnula_frontalis
Selasphorus_ardens
Phaethornis_anthophilus
Habia_atrimaxillaris
Pselliophorus_luteoviridis
Thryothorus_rutilus
Phylloscartes_flavovirens
Columbina_passerina
Vireolanius_eximius
Goldmania_violiceps
Chaetura_fumosa
Thamnophilus_bridgesi
Thryothorus_rufalbus
Glaucis_aeneus
Lepidopyga_coeruleogularis
Xenornis_setifrons
Conirostrum_leucogenys
Chlorospingus_tacarcunae
Thryothorus_semibadius
Piculus_callopterus
Euphonia_imitans
Amazilia_decora
Melanerpes_chrysauchen
Myrmeciza_laemosticta
Elvira_chionura
Euphonia_anneae
Pteroglossus_frantzii
Lampornis_castaneoventris
Trogon_bairdii
Icterus_icterus
Cotinga_ridgwayi
Phaenostictus_mcleannani
Hylophilus_aurantiifrons
Burhinus_bistriatus
Chrysothlypis_chrysomelas
Heterospingus_rubrifrons
Lophornis_adorabilis
Ortalis_ruficauda
Arremon_torquatus
Pyrrhura_hoffmanni
Hylopezus_dives
Phainoptila_melanoxantha
Troglodytes_ochraceus
Lepidocolaptes_souleyetii
Brotogeris_jugularis
Diglossa_plumbea
Eupherusa_nigriventris
Basileuterus_melanogenys
Myadestes_melanops
Arremon_crassirostris
Geotrygon_lawrencii
Pseudocolaptes_lawrencii
Cyanolyca_argentigula
Megascops_clarkii
Scytalopus_argentifrons
Chlorophonia_callophrys
Geotrygon_costaricensis
Zeledonia_coronata
Bangsia_arcaei
Mionectes_olivaceus
Catharus_gracilirostris
Contopus_ochraceus
Thryorchilus_browni
Geotrygon_chiriquensis
Myioborus_torquatus
Cephalopterus_glabricollis
Chamaepetes_unicolor
Chiroxiphia_lanceolata
Selasphorus_scintilla
Malacoptila_panamensis
Selasphorus_flammula
Calliphlox_bryantae
Chlorospingus_pileatus
Pezopetes_capitalis
Rhynchortyx_cinctus
Turdus_nigrescens
Empidonax_atriceps
Vireo_carmioli
Thripadectes_rufobrunneus
Trogon_clathratus
Lampornis_hemileucus
Amazilia_boucardi
Caprimulgus_saturatus
Margarornis_rubiginosus
Parula_gutturalis
Tangara_dowii
Contopus_lugubris
Ptilogonys_caudatus
Semnornis_frantzii
Junco_vulcani
Odontophorus_leucolaemus
Pheucticus_tibialis
Myioborus_miniatus
Touit_costaricensis
Acanthidops_bairdii
Heliothryx_barroti
Panterpe_insignis
Glaucidium_costaricanum
Pselliophorus_tibialis
Xiphorhynchus_susurrans
Corapipo_altera
Amblycercus_holosericeus
Lampornis_calolaemus
Pachyramphus_cinnamomeus
Melozone_cabanisi
Euphonia_luteicapilla
Casmerodius_albus
Gymnocichla_nudiceps
Oryzoborus_funereus
Puffinus_creatopus
Procnias_tricarunculatus
Elvira_cupreiceps
Selenidera_spectabilis
Aphanotriccus_capitalis
Euplectes_franciscanus
Phaethornis_striigularis
Ortalis_cinereiceps
Amazilia_tzacatl
Icterus_chrysater
Melanerpes_pucherani
Aramides_axillaris
Cyanocorax_yncas
Laniocera_rufescens
Estrilda_caerulescens
Rhytipterna_holerythra
Aratinga_finschi
Anas_cyanoptera
Icterus_mesomelas
Thryothorus_atrogularis
Tangara_larvata
Psarocolius_wagleri
Cyanocompsa_cyanoides
Myrmeciza_exsul
Atlapetes_albinucha
Chlorothraupis_carmioli
Estrilda_troglodytes
Lipaugus_unirufus
Thamnistes_anabatinus
Melanerpes_hoffmannii
Strix_nigrolineata
Nycticorax_nycticorax
Quiscalus_nicaraguensis
Francolinus_erckelii
Leptotila_cassini
Anabacerthia_variegaticeps
Sclerurus_guatemalensis
Oryzoborus_nuttingi
Phalacrocorax_carbo
Phaethornis_longirostris
Leptotila_wellsi
Tangara_cucullata
Thryothorus_thoracicus
Myiobius_sulphureipygius
Puffinus_newelli
Lonchura_cantans
Microchera_albocoronata
Caracara_cheriway
Odontophorus_melanotis
Hylophilus_decurtatus
Vireo_caribaeus
Lanio_leucothorax
Schiffornis_turdina
Phaeochroa_cuvierii
Crotophaga_sulcirostris
Cyanerpes_lucidus
Myiarchus_nugator
Piculus_simplex
Melozone_leucotis
Dysithamnus_striaticeps
Amazona_autumnalis
Pipra_mentalis
Chiroxiphia_linearis
Sterna_maxima
Campylorhynchus_zonatus
Hylocharis_eliciae
Amazilia_cyanura
Loxigilla_barbadensis
Carpodectes_nitidus
Amazona_guildingii
Catharopeza_bishopi
Megascops_cooperi
Penelope_purpurascens
Thryothorus_modestus
Pteroglossus_torquatus
Trogon_massena
Lonchura_atricapilla
Oceanodroma_castro
Piprites_griseiceps
Rhodinocichla_rosea
Dendrocolaptes_sanctithomae
Amazona_auropalliata
Ortalis_leucogastra
Trogon_elegans
Collocalia_bartschi
Amazona_versicolor
Dendroica_delicata
Icterus_laudabilis
Melanospiza_richardsoni
Leucopeza_semperi
Crax_rubra
Tiaris_bicolor
Turdus_plebejus
Patagioenas_nigrirostris
Icterus_pectoralis
Cinclocerthia_gutturalis
Phaethon_aethereus
Glaucidium_griseiceps
Microcerculus_philomela
Empidonax_flavescens
Ramphocinclus_brachyurus
Lampornis_sybillae
Charadrius_wilsonia
Phoebastria_nigripes
Campylopterus_rufus
Dendrortyx_leucophrys
Ramphocelus_passerinii
Cyanocorax_melanocyaneus
Electron_carinatum
Icterus_bonana
Halocyptena_microsoma
Pyrilia_haematotis
Pharomachrus_mocinno
Sporophila_corvina
Eupherusa_eximia
Ramphastos_sulfuratus
Coccyzus_minor
Vireolanius_pulchellus
Cyanophaia_bicolor
Ramphocelus_sanguinolentus
Troglodytes_rufociliatus
Dendrocincla_homochroa
Melozone_biarcuata
Chaetura_martinica
Melanotis_hypoleucus
Oreophasis_derbianus
Strix_fulvescens
Tangara_cabanisi
Tiaris_olivaceus
Amazilia_luciae
Atthis_ellioti
Thryothorus_pleurostictus
Cyanolyca_pumilo
Cyrtonyx_ocellatus
Margarops_fuscus
Penelopina_nigra
Saltator_albicollis
Aegolius_ridgwayi
Doricha_enicura
Abeillia_abeillei
Aspatha_gularis
Hylomanes_momotula
Turdus_rufitorques
Catharus_dryas
Campylopterus_hemileucurus
Campylorhynchus_chiapensis
Lampornis_viridipallens
Icterus_maculialatus
Ergaticus_versicolor
Eulampis_jugularis
Notiochelidon_pileata
Cinclocerthia_ruficauda
Amazona_arausiaca
Amazona_imperialis
Manacus_candei
Myiarchus_oberi
Turdus_lherminieri
Loxigilla_noctis
Lophornis_helenae
Zimmerius_vilissimus
Crypturellus_boucardi
Ornithion_semiflavum
Chlorophonia_occipitalis
Rhynchocyclus_brevirostris
Euphonia_gouldi
Calocitta_formosa
Caryothraustes_poliogaster
Anthracothorax_prevostii
Xiphorhynchus_erythropygius
Orthorhyncus_cristatus
Turdus_grayi
Streptopelia_roseogrisea
Carduelis_atriceps
Cotinga_amabilis
Oncostoma_cinereigulare
Eulampis_holosericeus
Myadestes_unicolor
Dendroica_plumbea
Megascops_barbarus
Polioptila_albiloris
Cyanolyca_cucullata
Lamprolaima_rhami
Platyrinchus_cancrominus
Pterocles_exustus
Puffinus_auricularis
Eupherusa_cyanophrys
Psarocolius_montezuma
Aphelocoma_unicolor
Melanerpes_herminieri
Tachycineta_albilinea
Gallus_gallus
Eumomota_superciliosa
Pionus_senilis
Aimophila_sumichrasti
Amazilia_cyanocephala
Turdus_infuscatus
Saltator_atriceps
Celeus_castaneus
Aulacorhynchus_prasinus
Catharus_mexicanus
Odontophorus_guttatus
Dendrocincla_anabatina
Xenotriccus_callizonus
Passerina_rositae
Habia_fuscicauda
Catharus_frantzii
Amazilia_viridifrons
Geothlypis_poliocephala
Leptotila_plumbeiceps
Icterus_oberi
Icterus_prosthemelas
Lepidocolaptes_affinis
Trogon_melanocephalus
Euphonia_hirundinacea
Morococcyx_erythropygus
Cyanolyca_mirabilis
Dives_dives
Chlorostilbon_canivetii
Sayornis_nigricans
Aimophila_notosticta
Pipilo_albicollis
Amazilia_rutila
Psittacula_krameri
Diglossa_baritula
Hylorchilus_navai
Aratinga_canicularis
Campephilus_guatemalensis
Jacana_spinosa
Panyptila_sanctihieronymi
Amazilia_candida
Aimophila_ruficauda
Basileuterus_culicivorus
Geotrygon_mystacea
Lanio_aurantius
Catharus_aurantiirostris
Contopus_latirostris
Tigrisoma_mexicanum
Lophornis_brachylophus
Eupherusa_poliocerca
Aimophila_mystacalis
Tyrannus_dominicensis
Laterallus_ruber
Tilmatura_dupontii
Calothorax_pulcher
Formicarius_moniliger
Melanerpes_hypopolius
Turdus_assimilis
Xenotriccus_mexicanus
Cynanthus_sordidus
Lonchura_malacca
Dendroica_subita
Campylorhynchus_jocosus
Arremonops_chloronotus
Pelecanus_occidentalis
Thryothorus_maculipectus
Lampornis_amethystinus
Pachyramphus_major
Elaenia_martinica
Euphonia_affinis
Basileuterus_rufifrons
Vireo_flavoviridis
Synallaxis_erythrothorax
Amazona_albifrons
Cyanocorax_morio
Eudocimus_albus
Cyanolyca_nana
Nyctibius_jamaicensis
Agelaius_xanthomus
Caprimulgus_noctitherus
Xiphorhynchus_flavigaster
Euphonia_musica
Hylorchilus_sumichrasti
Icterus_leucopteryx
Anthracothorax_mango
Aratinga_nana
Coccyzus_pluvialis
Coccyzus_vetula
Contopus_pallidus
Corvus_jamaicensis
Dendroica_pharetra
Elaenia_fallax
Euneornis_campestris
Euphonia_jamaica
Geotrygon_versicolor
Loxipasser_anoxanthus
Melanerpes_radiolatus
Myiarchus_barbirostris
Myiarchus_validus
Myiopagis_cotta
Nesopsar_nigerrimus
Pachyramphus_niger
Pseudoscops_grammicus
Spindalis_nigricephala
Todus_todus
Trochilus_polytmus
Turdus_aurantius
Turdus_jamaicensis
Vireo_modestus
Vireo_osburni
Vireolanius_melitophrys
Amazona_collaria
Patagioenas_caribaea
Dendroica_angelae
Vireo_brevipennis
Megascops_nudipes
Vireo_latimeri
Anthracothorax_viridis
Chlorostilbon_maugaeus
Coccyzus_vieilloti
Dendroica_adelaidae
Loxigilla_portoricensis
Melanerpes_portoricensis
Myiarchus_antillarum
Nesospingus_speculiferus
Spindalis_portoricensis
Todus_mexicanus
Amazona_agilis
Granatellus_sallaei
Calyptophilus_tertius
Amazona_vittata
Phoenicopterus_ruber
Passerina_leclancherii
Amazona_oratrix
Geococcyx_velox
Troglodytes_tanneri
Geotrygon_carrikeri
Crypturellus_cinnamomeus
Ortalis_poliocephala
Phaenicophilus_poliocephalus
Philortyx_fasciatus
Aimophila_humeralis
Coccyzus_rufigularis
Mitrephanes_phaeocercus
Progne_dominicensis
Dendrortyx_macroura
Vireo_nelsoni
Egretta_tricolor
Aratinga_chloroptera
Buteogallus_anthracinus
Megascops_seductus
Amazona_ventralis
Basileuterus_belli
Cypseloides_storeri
Myadestes_genibarbis
Tachycineta_euchrysea
Carduelis_dominicensis
Campylopterus_curvipennis
Lonchura_punctulata
Margarops_fuscatus
Loxia_megaplaga
Corvus_leucognaphalus
Microligea_palustris
Troglodytes_sissonii
Mimus_graysoni
Turdus_swalesi
Xenoligea_montana
Calyptophilus_frugivorus
Priotelus_roseigaster
Vireo_pallens
Mellisuga_minima
Myiarchus_stolidus
Tyto_glaucops
Cyanocompsa_parellina
Pipilo_ocai
Anthracothorax_dominicus
Chlorostilbon_swainsonii
Coccyzus_longirostris
Contopus_hispaniolensis
Dulus_dominicus
Icterus_dominicensis
Melanerpes_striatus
Nesoctites_micromegas
Spindalis_dominicensis
Todus_angustirostris
Todus_subulatus
Toxostoma_ocellatum
Cyanocorax_sanblasianus
Piranga_roseogularis
Phaenicophilus_palmarum
Siphonorhis_brewsteri
Campylorhynchus_rufinucha
Buteo_ridgwayi
Vireo_nanus
Campylorhynchus_megalopterus
Trogon_citreolus
Patagioenas_inornata
Uropsila_leucogastra
Icterus_gularis
Colinus_nigrogularis
Cyanocorax_yucatanicus
Meleagris_ocellata
Patagioenas_flavirostris
Melanoptila_glabrirostris
Nyctiphrynus_yucatanicus
Ortalis_vetula
Granatellus_venustus
Picoides_stricklandi
Corvus_palmarum
Euphonia_elegantissima
Myiarchus_yucatanensis
Vireo_magister
Leptotila_jamaicensis
Megascops_guatemalae
Dendroica_vitellina
Melanerpes_chrysogenys
Loxops_coccineus
Loxigilla_violacea
Oreomystis_mana
Deltarhynchus_flammulatus
Myadestes_obscurus
Chasiempis_sandwichensis
Buteo_solitarius
Chlorostilbon_auriceps
Dactylortyx_thoracicus
Pachyramphus_aglaiae
Hemignathus_munroi
Sporophila_torqueola
Euthlypis_lachrymosa
Amazona_xantholora
Hemignathus_virens
Icterus_pustulatus
Melanerpes_pygmaeus
Aphelocoma_ultramarina
Amazilia_beryllina
Loxioides_bailleui
Myiarchus_nuttingi
Myiodynastes_luteiventris
Aimophila_rufescens
Geothlypis_speciosa
Heliomaster_constantii
Momotus_mexicanus
Icterus_auratus
Vestiaria_coccinea
Parula_superciliosa
Stigmatopelia_chinensis
Caprimulgus_badius
Carduelis_notata
Camptostoma_imberbe
Trogon_mexicanus
Thalurania_ridgwayi
Ergaticus_ruber
Melozone_kieneri
Empidonax_albigularis
Rallus_elegans
Nyctanassa_violacea
Himatione_sanguinea
Pycnonotus_jocosus
Turdus_rufopalliatus
Patagioenas_squamosa
Quiscalus_niger
Cacicus_melanicterus
Amazilia_yucatanensis
Tachornis_phoenicobia
Zenaida_aurita
Patagioenas_leucocephala
Vireo_hypochryseus
Geothlypis_nelsoni
Chlorostilbon_forficatus
Vireo_bairdi
Tyrannus_caudifasciatus
Toxostoma_guttatum
Dendrortyx_barbatus
Chordeiles_gundlachii
Myadestes_occidentalis
Charadrius_alexandrinus
Amandava_amandava
Atthis_heloisa
Branta_sandvicensis
Geotrygon_chrysia
Icterus_wagleri
Paroreomyza_montana
Pseudonestor_xanthophrys
Piranga_bidentata
Palmeria_dolei
Vireo_altiloquus
Ptilogonys_cinereus
Tyrannus_cubensis
Fulica_alai
Doricha_eliza
Melanotis_caerulescens
Anas_wyvilliana
Geotrygon_caniceps
Arremon_virenticeps
Polioptila_lembeyei
Atlapetes_pileatus
Pterodroma_hasitata
Pheucticus_chrysopeplus
Starnoenas_cyanocephala
Teretistris_fornsi
Myadestes_elisabeth
Campylorhynchus_yucatanicus
Corvus_nasicus
Dendrocygna_arborea
Aratinga_holochlora
Ixobrychus_exilis
Empidonax_affinis
Streptoprocne_semicollaris
Hemignathus_flavus
Tiaris_canorus
Aratinga_euops
Agelaius_humeralis
Glaucidium_palmarum
Icterus_abeillei
Piranga_erythrocephala
Xenospiza_baileyi
Arremonops_rufivirgatus
Caprimulgus_cubanensis
Dives_atroviolaceus
Glaucidium_siju
Mellisuga_helenae
Podilymbus_podiceps
Priotelus_temnurus
Accipiter_gundlachi
Coccyzus_merlini
Gymnoglaux_lawrencii
Melopyrrha_nigra
Progne_cryptoleuca
Thryothorus_felix
Todus_multicolor
Vireo_gundlachii
Xiphidiopicus_percussus
Hylocharis_leucotis
Pavo_cristatus
Amazona_leucocephala
Melanerpes_superciliaris
Coccothraustes_abeillei
Buteogallus_gundlachii
Chlorostilbon_ricordii
Contopus_caribaeus
Tyrannus_couchii
Myiarchus_sagrae
Spindalis_zena
Aimophila_botterii
Colaptes_fernandinae
Falco_sparverius
Hemignathus_kauaiensis
Myadestes_palmeri
Oreomystis_bairdi
Hemignathus_parvus
