id,avibase id,rank,common_name,order,family,subfamily,genus,Species_Avonet,Species_BirdTree,Species_BirdLife,Species,annotation,status_hawaiian,status_introduced,status_nonbreeding,status_misplaced,Species_Iridescence,Body_Feathers,Body_Male,Body_Female,Flight_Feathers,Flight_Male,Flight_Female,NonFlight_Feathers,NonFlight_Male,NonFlight_Female,Dorsal_Feathers,Dorsal_Male,Dorsal_Female,Breeding_Plumage,Male_Iridescence,Male_Plumage,Male_Hue,Male_Head,Male_Neck_Throat,Male_Breast_Underparts,Male_Back_Upperparts,Male_Wings,Male_Rump,Male_Tail,Male_Text,Male_ID,Female_Iridescence,Female_Plumage,Female_Hue,Female_Head,Female_Neck_Throat,Female_Breast_Underparts,Female_Back_Upperparts,Female_Wings,Female_Rump,Female_Tail,Female_Text,Female_ID,Notes,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
2,66C31E09F8C285D6,species,Highland Tinamou,Tinamiformes,Tinamidae,,Nothocercus,Nothocercus bonapartei,Nothocercus bonapartei,Nothocercus bonapartei,Nothocercus bonapartei,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,36.5,10.2,4.8,5.6,68.8,212,31.2,180.8,14.7,60,763,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-5.36,11.04,5.34,-74.93,137927.21
1,42D72AE118D2DE82,species,Great Tinamou,Tinamiformes,Tinamidae,,Tinamus,Tinamus major,Tinamus major,Tinamus major,Tinamus major,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,38.5,11.4,5.2,5.9,64.4,241,51.3,193.1,20.9,83.2,1026.21,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-18.07,18.96,-1.53,-66.06,7672718.39
3,39DD9DD76680A7F0,species,Little Tinamou,Tinamiformes,Tinamidae,,Crypturellus,Crypturellus soui,Crypturellus soui,Crypturellus soui,Crypturellus soui,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,24.2,8,4.2,3.9,36.4,127.5,32.9,96.4,25.4,47.9,216.16,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-22.54,19.13,-4.47,-60.51,11151222.76
4,AAB5CEED3FC9EDE1,species,Thicket Tinamou,Tinamiformes,Tinamidae,,Crypturellus,Crypturellus cinnamomeus,Crypturellus cinnamomeus,Crypturellus cinnamomeus,Crypturellus cinnamomeus,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,26.6,10.7,5.3,4.9,45.2,156.7,35.6,122.3,22.5,49.2,422,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,9.55,24.88,18.39,-93.19,661411.76
5,5183B60E14DE99FD,species,Slaty-breasted Tinamou,Tinamiformes,Tinamidae,,Crypturellus,Crypturellus boucardi,Crypturellus boucardi,Crypturellus boucardi,Crypturellus boucardi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,28.9,10.9,5.2,4.8,50,165,41.4,123.6,25.1,49.2,435.62,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,9.86,18.87,15.51,-88.57,334426.96
6,2ED97B5485B54942,species,Choco Tinamou,Tinamiformes,Tinamidae,,Crypturellus,Crypturellus kerriae,Crypturellus kerriae,Crypturellus kerriae,Crypturellus kerriae,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,31.2,10.6,5.1,4.8,49.6,154.1,33.6,120.5,21.8,54.2,443.4,Inferred,NA,YES,Tail Length; Body Mass,Crypturellus obsoletus,Forest,1,1,Herbivore,Omnivore,Terrestrial,5.95,7.84,7.18,-77.66,6147.23
7,A534AFEA126DBD62,species,White-faced Whistling-Duck,Anseriformes,Anatidae,Dendrocygninae,Dendrocygna,Dendrocygna viduata,Dendrocygna viduata,Dendrocygna viduata,Dendrocygna viduata,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,48.1,30.7,15.7,14.1,47.9,214.3,58.6,151.6,28,67.1,689.99,Dunning,NA,NO,NA,NA,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,-39.24,18.31,-6.68,-0.49,27415311.66
8,C01A22D6C148AC65,species,Black-bellied Whistling-Duck,Anseriformes,Anatidae,Dendrocygninae,Dendrocygna,Dendrocygna autumnalis,Dendrocygna autumnalis,Dendrocygna autumnalis,Dendrocygna autumnalis,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,50.8,34.6,18.3,16.1,52.7,240.8,79.1,163.4,32.7,66,755.3,Dunning,NA,NO,NA,NA,Wetland,3,2,Herbivore,Herbivore terrestrial,Terrestrial,-28.64,32.34,-4.7,-62.43,9443719.89
9,DC65FCE73C5A66BA,species,West Indian Whistling-Duck,Anseriformes,Anatidae,Dendrocygninae,Dendrocygna,Dendrocygna arborea,Dendrocygna arborea,Dendrocygna arborea,Dendrocygna arborea,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,52.9,37.8,19.6,17.2,65.5,256.5,77.2,179.3,30.1,72.8,1150,Dunning,NA,NO,NA,NA,Forest,3,2,Herbivore,Omnivore,Terrestrial,15.2,24.8,21.23,-77.39,101817.5
10,9A60617EE376ABE9,species,Fulvous Whistling-Duck,Anseriformes,Anatidae,Dendrocygninae,Dendrocygna,Dendrocygna bicolor,Dendrocygna bicolor,Dendrocygna bicolor,Dendrocygna bicolor,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,50.8,33.4,17.6,15.4,50.5,223,65.5,155,29.7,63,756.37,Dunning,NA,NO,NA,NA,Wetland,3,2,Herbivore,Omnivore,Terrestrial,-39.86,34.72,-5.6,11.08,18668766.17
12681,1E6F0F8D43759948,species,Emperor Goose,Anseriformes,Anatidae,Anserinae,Anser,Anser canagicus,Chen Canigica,Anser canagicus,Anser canagicus,Monotypic. Formerly placed in the genus Chen.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,42.3,23.2,20,17.5,64.9,374,181,185.5,49.4,108,2136.49,Dunning,NA,NO,NA,NA,Coastal,3,3,Herbivore,Omnivore,Terrestrial,59.8,69.25,65.46,8.27,186745.48
12691,D3A260BCA65503C6,species,Snow Goose,Anseriformes,Anatidae,Anserinae,Anser,Anser caerulescens,Chen caerulescens,Anser caerulescens,Anser caerulescens,Formerly placed in the genus Chen.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,61.8,36,19.4,24.7,76.7,411.8,214.5,194.2,52.5,123.5,2636.15,Dunning,NA,NO,NA,NA,Grassland,3,3,Herbivore,Herbivore terrestrial,Terrestrial,50.94,81.71,72.41,-90.29,582038.07
12701,7A24F57F87F66E97,species,Ross's Goose,Anseriformes,Anatidae,Anserinae,Anser,Anser rossii,Chen rossii,Anser rossii,Anser rossii,Formerly placed in the genus Chen.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,38.1,22.4,13.8,15.7,58.8,346,188.2,157.8,54.4,102.8,1635.99,Dunning,NA,NO,NA,NA,Wetland,3,3,Herbivore,Herbivore terrestrial,Terrestrial,52.67,72.71,62.03,-94.91,216140.46
14,466E9077BE220EBE,species,Greater White-fronted Goose,Anseriformes,Anatidae,Anserinae,Anser,Anser albifrons,Anser albifrons,Anser albifrons,Anser albifrons,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,48.7,27.6,18.4,17.5,65,408.2,213.8,192.8,52.6,123.5,2506.39,Dunning,NA,NO,NA,NA,Grassland,3,3,Herbivore,Herbivore terrestrial,Terrestrial,57.07,78.34,68.29,12.71,5891602.97
13,AFA7EE7470F000E9,species,Pink-footed Goose,Anseriformes,Anatidae,Anserinae,Anser,Anser brachyrhynchus,Anser brachyrhynchus,Anser brachyrhynchus,Anser brachyrhynchus,Monotypic. Considered subspecies of A. fabalis by Peters (1979).,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,48.9,26.2,18.7,15.2,74,432.2,210.8,217,49.3,140.6,2642.04,Dunning,NA,NO,NA,NA,Grassland,3,3,Herbivore,Herbivore terrestrial,Terrestrial,63.65,80.38,71.96,-19.91,190949.74
19,3E04020B54C14FCC,species,Brant,Anseriformes,Anatidae,Anserinae,Branta,Branta bernicla,Branta bernicla,Branta bernicla,Branta bernicla,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,40.7,21.5,14.8,13.5,55.2,319.6,167.7,152.7,52.3,94,1277.91,Dunning,NA,NO,NA,NA,Grassland,3,3,Herbivore,Herbivore terrestrial,Terrestrial,55.56,83.63,74.79,-22.74,3125724.3
20,3163ED86A508BB83,species,Barnacle Goose,Anseriformes,Anatidae,Anserinae,Branta,Branta leucopsis,Branta leucopsis,Branta leucopsis,Branta leucopsis,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,39,20.3,16.1,11.7,64.3,381.8,199.8,195.2,50.6,121,1683.97,Dunning,NA,NO,NA,NA,Grassland,3,3,Herbivore,Herbivore terrestrial,Terrestrial,55.56,79.81,72.42,-0.02,178673.97
21,60214D4970BA4158,species,Cackling Goose,Anseriformes,Anatidae,Anserinae,Branta,Branta hutchinsii,Branta hutchinsii,Branta hutchinsii,Branta hutchinsii,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,42.1,20.9,17.1,12.3,71,396.3,176.6,219.7,44.6,120.7,2811.68,Dunning,NA,NO,NA,NA,Grassland,3,3,Herbivore,Herbivore terrestrial,Terrestrial,52.33,71.39,66.72,-124.78,1274687.67
22,B59E18633E2EFD25,species,Canada Goose,Anseriformes,Anatidae,Anserinae,Branta,Branta canadensis,Branta canadensis,Branta canadensis,Branta canadensis,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,50,28.2,19.9,15.3,73.3,422.9,206.5,210.9,49.4,121.6,2811.68,Dunning,NA,NO,NA,NA,Grassland,3,3,Herbivore,Herbivore terrestrial,Terrestrial,26.42,73.07,53.3,-104.21,12236810.45
23,EDB18078B9A2C905,species,Hawaiian Goose,Anseriformes,Anatidae,Anserinae,Branta,Branta sandvicensis,Branta sandvicensis,Branta sandvicensis,Branta sandvicensis,Monotypic.,H,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,43.8,21.1,16.8,13.5,80.9,364,146.8,217,40.4,141.6,2044.12,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Herbivore terrestrial,Terrestrial,19.23,22.23,20.67,-157.05,1904.15
24,694C127A5D849FFE,species,Mute Swan,Anseriformes,Anatidae,Anserinae,Cygnus,Cygnus olor,Cygnus olor,Cygnus olor,Cygnus olor,Monotypic.,,I,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,96.1,56.7,31,26.4,96.1,581.5,244.9,336.6,42.1,198.1,10682.04,Dunning,NA,NO,NA,NA,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,36.12,63.37,49.96,41.72,4915289.2
25,B86C504C5B960813,species,Trumpeter Swan,Anseriformes,Anatidae,Anserinae,Cygnus,Cygnus buccinator,Cygnus buccinator,Cygnus buccinator,Cygnus buccinator,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,107.6,52.9,33.6,27.7,108.8,625.5,267,358.5,42.7,178,11071.13,Dunning,NA,NO,NA,NA,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,38.72,68.03,57.77,-130.2,1375549.41
26,0BCBA6B9CC19E7BA,species,Tundra Swan,Anseriformes,Anatidae,Anserinae,Cygnus,Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,101.9,41.1,30.4,20,93.8,538.2,243.8,294.5,45.3,162.2,6377.96,Dunning,NA,NO,NA,NA,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,51.22,76,67.98,51.4,5272186.12
27,BDDB5670D2D20A55,species,Whooper Swan,Anseriformes,Anatidae,Anserinae,Cygnus,Cygnus cygnus,Cygnus cygnus,Cygnus cygnus,Cygnus cygnus,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,102.4,45,29.7,21.7,102,582,260.5,321.5,44.8,171.5,9349.99,Dunning,NA,NO,NA,NA,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,38.68,71.02,58.93,97.43,17099815.6
28,6C8A4060DCC4781D,species,Comb Duck,Anseriformes,Anatidae,Tadorninae,Sarkidiornis,Sarkidiornis sylvicola,Sarkidiornis melanotos,Sarkidiornis sylvicola,Sarkidiornis sylvicola,Formerly considered conspecific with S. melanotos.,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"blue, green, bronze, purple",0,0,1,0,1,0,0,"From Kear (2005) dimorphic mainly in size of male. Female head and neck white (usually tinged yellow in breeding season), variable spotted with black, more thickly on nape and hind neck. Underparts metallic, blue-green, secondaries bronzy, scapulars purple. Lower parts white, and flanks black. Undertail coverts white, becoming orange-yellow in breeding season. Bill black, with fleshy proturberance or caruncle on mandible; legs dark gray: iris brown, female similar to male but much smaller, duller, less metallic above and no caruncle.",text,1,,"blue, green, bronze, purple",0,0,1,0,1,0,0,"From Kear (2005) dimorphic mainly in size of male. Female head and neck white (usually tinged yellow in breeding season), variable spotted with black, more thickly on nape and hind neck. Underparts metallic, blue-green, secondaries bronzy, scapulars purple. Lower parts white, and flanks black. Undertail coverts white, becoming orange-yellow in breeding season. Bill black, with fleshy proturberance or caruncle on mandible; legs dark gray: iris brown, female similar to male but much smaller, duller, less metallic above and no caruncle.",text,,52.5,33.8,21.4,18.3,54.4,304.5,130,174.5,42.8,98.8,2610,DataFromSplit,NA,NO,NA,NA,Wetland,3,1,Herbivore,Herbivore aquatic,Generalist,-33.77,11.69,-13.39,-54.64,9680945.17
11241,DA2F24E310CF72A6,species,Egyptian Goose,Anseriformes,Anatidae,Tadorninae,Alopochen,Alopochen aegyptiaca,Alopochen aegyptiaca,Alopochen aegyptiaca,Alopochen aegyptiaca,,,I,,,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,definitive basic,green,0,0,0,0,1,0,0,"Adult plumage is generally grayish-tan with a distinctive brown maskphoto around the eye and a small brown patch on breast. Primaries, rectrices, and rump are black. Secondaries are iridescent green  . Bill, legsphoto , and feet are pink. Upperwingphoto and underwing coverts are white, which is distinctive in flight. Eyes orange. Immaturephoto birds lack the brown eye-patch and brown patch on the breast, while the upperwing is sooty in coloration (Johnsgard 1978); eye and breast patches form at 3–5 months and five months, respectively (Kear and 2005). Aberrant gray-mantled and leucistic individuals also occur (Cramp and Simmons 1977, Campbell 1989). Males and females are very similar in appearance, however, females are smaller, with narrower neck. Legs of female are also less intensely colored in breeding season (Davies 2005).",text,1,definitive basic ,green,0,0,0,0,1,0,0,"Adult plumage is generally grayish-tan with a distinctive brown maskphoto around the eye and a small brown patch on breast. Primaries, rectrices, and rump are black. Secondaries are iridescent green  . Bill, legsphoto , and feet are pink. Upperwingphoto and underwing coverts are white, which is distinctive in flight. Eyes orange. Immaturephoto birds lack the brown eye-patch and brown patch on the breast, while the upperwing is sooty in coloration (Johnsgard 1978); eye and breast patches form at 3–5 months and five months, respectively (Kear and 2005). Aberrant gray-mantled and leucistic individuals also occur (Cramp and Simmons 1977, Campbell 1989). Males and females are very similar in appearance, however, females are smaller, with narrower neck. Legs of female are also less intensely colored in breeding season (Davies 2005).",text,Iridescence present year round,51.6,30.1,20.8,16.7,75.8,356,143,233.2,38,128.8,1873,Dunning,NA,NO,NA,NA,Wetland,3,2,Herbivore,Omnivore,Generalist,-34.84,24.57,-2.2,23.68,17452607.3
30,8DE140468464FA45,species,Muscovy Duck,Anseriformes,Anatidae,Anatinae,Cairina,Cairina moschata,Cairina moschata,Cairina moschata,Cairina moschata,Monotypic.,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"green, purple",0,0,0,1,1,0,1,"""The plumage is very dark in wild Muscovies, primarily black with a greenish gloss, and white wing coverts (on both the upper and under surfaces of the wing). Domesticated Muscovies usually show white blotches on the body plumage. The sexes are generally similar, but females are significantly smaller than males, the plumage is duller (less glossy) and with less white in the wings, and the female lacks the crest and facial caruncles."" Adult male: Overall plumage is blackish, with a metallic greenish-purple cast on the upperparts, the gloss becoming more violet on the upper back. Prominent crest on crown and rear of neck. Wing coverts, on both the upper and under surfaces of the wing, white. Adult female: Plumage similar to that of males but duller. Face fully feathered, not bare as in male.","text, tail by photo",1,,"green, purple",0,0,0,1,1,0,1,"""The plumage is very dark in wild Muscovies, primarily black with a greenish gloss, and white wing coverts (on both the upper and under surfaces of the wing). Domesticated Muscovies usually show white blotches on the body plumage. The sexes are generally similar, but females are significantly smaller than males, the plumage is duller (less glossy) and with less white in the wings, and the female lacks the crest and facial caruncles."" Adult male: Overall plumage is blackish, with a metallic greenish-purple cast on the upperparts, the gloss becoming more violet on the upper back. Prominent crest on crown and rear of neck. Wing coverts, on both the upper and under surfaces of the wing, white. Adult female: Plumage similar to that of males but duller. Face fully feathered, not bare as in male.","text, tail by photo",Iridescence present year round,65.9,38.7,22.6,15.7,56.2,345,124,226.8,35.2,160.2,2415.78,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Omnivore,Generalist,-33.4,28.75,-6.9,-60.89,14188216.55
31,27B2749A88E3E2C8,species,Wood Duck,Anseriformes,Anatidae,Anatinae,Aix,Aix sponsa,Aix sponsa,Aix sponsa,Aix sponsa,Monotypic.,,,,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,definitive basic,"green, blue, purple, bronze",1,0,0,1,1,0,1,"""The plumage is very dark in wild Muscovies, primarily black with a greenish gloss, and white wing coverts (on both the upper and under surfaces of the wing). Domesticated Muscovies usually show white blotches on the body plumage. The sexes are generally ",text,1,definitive basic ,"bronze, blue, purple",1,0,0,0,1,0,1,"""Female. Crown, head, and auriculars gray with bronze and purple sheens; crest with elongated feathers (not as long as in male); area around eye with white patch, tapering to rear. Upperparts olive green or gray with sheen ranging from bronze to violet; tail darker than back with greenish bronze sheen. Pattern of wing like male but with less vivid colors; upperwing greater coverts iridescent cobalt-ultramarine with black margins (tertial coverts not “pale greenish” as described by Palmer 1976), this ultramarine coloring extending to median and lower row or two of lesser coverts; tertials olive; secondaries with white tips wider on outer than inner web.""",text,,38.6,24.7,15.1,11.4,32.9,220.5,108.5,111,49.4,106.8,657.59,Dunning,NA,NO,NA,NA,Wetland,3,1,Herbivore,Omnivore,Generalist,19.83,55.22,42.14,-92.18,6191757.66
12741,F577BA0F5BB7BD3F,species,Garganey,Anseriformes,Anatidae,Anatinae,Spatula,Spatula querquedula,Anas querquedula,Spatula querquedula,Spatula querquedula,Monotypic. Formerly placed in the genus Anas.,,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,,,,39.2,30,13.8,12.5,26,188.2,105.6,82.2,56.1,64.2,325.6,Dunning,NA,NO,NA,NA,Wetland,3,3,Omnivore,Herbivore aquatic,Aquatic,36.62,68.36,53.56,74.07,16861397.11
12751,90E2543E9A4ABA0A,species,Blue-winged Teal,Anseriformes,Anatidae,Anatinae,Spatula,Spatula discors,Anas discors,Spatula discors,Spatula discors,"Monotypic. Spatula discors orphna recognized by AOU 1957, but validity doubtful. Formerly placed in the genus Anas.",,,,,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,"definitive basic, alternate (breeding)",green,0,0,0,0,1,0,0,"""Males in breeding (Alternate) plumage readily distinguished by grayish head with large white crescent in front of eye bordering base of bill; cinnamon-buffy underparts densely spotted with black; green speculum; bold white rear border to blue wing-patch; rounded white patch on rear flank behind legs; and orange legs and feet."" ""Green portion of secondaries forms an iridescent dark green “speculum” on wing. Overlying greater coverts dark or same with blue on outer webs. Lesser and median wing coverts mostly light turquoise-cobalt, forming a prominent blue patch on wing. """,text,0,,,0,0,0,0,0,0,0,"""Wing similar to Definitive Basic male, except distal greater coverts with broad, dark, and narrow white barring; innermost secondaries dark brownish with broad pale margins and rounded ends; their overlying greater coverts entirely dark or edged whitish; most secondaries with outer webs sepia with greenish tinge (duller than in male); """,text,,47.3,31.8,15.6,12.6,29.1,178.3,98.7,84.6,53.8,66.7,359.44,Dunning,NA,NO,NA,NA,Wetland,3,3,Omnivore,Herbivore aquatic,Aquatic,25.87,67.07,48.81,-105.19,8349222.13
12761,0E599E6CC209AFAD,species,Cinnamon Teal,Anseriformes,Anatidae,Anatinae,Spatula,Spatula cyanoptera,Anas cyanoptera,Spatula cyanoptera,Spatula cyanoptera,Formerly placed in the genus Anas.,,,,,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,basic,"bronze, green",0,0,0,0,1,0,0,"""Male in Basic plumage much like female but with scarlet red iris (hazel in female), bright iridescent bronze-green speculum (dull, non-iridescent green in females), and white greater coverts (dark spotted or mostly dark in female) (Carney 1992). Juveniles overall pale brownish with smaller and more pointed contour feathers below; sexes similar.""",text,0,,,0,0,0,0,0,0,0,"""Male in Basic plumage much like female but with scarlet red iris (hazel in female), bright iridescent bronze-green speculum (dull, non-iridescent green in females), and white greater coverts (dark spotted or mostly dark in female) (Carney 1992). Juveniles overall pale brownish with smaller and more pointed contour feathers below; sexes similar.""",text,,50.5,33.8,16,13.9,30.1,187.5,94.8,90.5,51,70.4,377.45,Dunning,NA,NO,NA,NA,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,-55.98,52.1,11.06,-94.79,6567683.13
12771,ED4CE8E7CFF43696,species,Northern Shoveler,Anseriformes,Anatidae,Anatinae,Spatula,Spatula clypeata,Anas clypeata,Spatula clypeata,Spatula clypeata,Monotypic. Formerly placed in the genus Anas.,,,,,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,"Definitive Basic, Definitive Alternate",green,1,1,0,0,1,0,0,"DEFINITIVE BASIC ""Male. Head and neck dark brown-black anteriorly and medially, light tan with brown shafts laterally and ventrally. Back black, some feathers with light-brown edging, others iridescent green."". DEFINITIVE ALTERNATE ""Male. Distinguished from Alternate I by absence of black vermiculations on feathers posterior to vent. Innermost secondaries acutely pointed; black with greenish iridescence."" . ALTERNATE I ""Head and neck black with iridescent green medially. Some birds show a partial white crescent on face similar in shape and location to that found on adult male Blue-winged Teal. Back black, feathers with drab edging. Rump black with green iridescence dorsally; white laterally.""",text,1,definitive alternate,green,0,0,0,0,1,0,0,"DEFINITIVE ALTERNATE ""Female. Distinguished from Alternate I by blackish-brown mantle, individual feathers with margins that are pinkish buff fading to buff. Also less dark breast and buffy or pinkish tan underparts; feathers more spotted than streaked (Palmer 1976, PJD). Plumage acquired by partial (not remiges and rectrices) Prealternate molt. Upper surface between buffy brown and fuscous, crown and hindneck narrowly streaked with paler buff. Remaining upperparts edged, barred, and spotted with light buff, pale pinkish buff, or dull white. Tail white or brownish white; middle feathers barred and mottled with hair brown, fuscous, and drab. Wings fuscous, inner webs of primaries brownish drab, lesser wing coverts mouse gray, tips of greater wing coverts and outer webs of secondaries broadly white. Speculum metallic cossack green, bordered anteriorly by white tips of greater coverts. Head light buff; chin and upper throat unmarked, lower throat and sides of head streaked and spotted with fuscous. Remaining lower parts dull cinnamon buff anteriorly, light buff posteriorly, spotted with hair brown, fuscous, and drab. Lining of wing white or buffy white (Oberholser 1974).""",,,68.8,47.9,18.6,18.7,33.8,226.4,130.2,94.2,58,75.1,612.56,Dunning,NA,NO,NA,NA,Wetland,3,3,Omnivore,Aquatic predator,Aquatic,25.56,71.39,55.88,22.06,27068888.24
12791,C235A4D712BB8855,species,Gadwall,Anseriformes,Anatidae,Anatinae,Mareca,Mareca strepera,Anas strepera,Mareca strepera,Mareca strepera,"No extant subspecies. Peters (1979), Clements (2000), and Howard and Moore (2003) recognize Mareca strepera couesi, now extinct. Formerly placed in the genus Anas.",,,,,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,Definitive Alternate,"green, blue",0,0,0,0,0,1,1,"""Rump and uppertail-coverts black, with slight green or blue iridescence""",text,0,,,0,0,0,0,0,0,0,-,-,Birds have 2 breeding cycles,48.7,34.7,16.5,13.7,36.5,251.3,137,113,54.8,83,915.58,Dunning,NA,NO,NA,NA,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,27.64,67.99,49.62,29.99,18552362.65
