id,avibase id,rank,common_name,order,family,subfamily,genus,Species_Avonet,Species_BirdTree,Species_BirdLife,Species,annotation,status_hawaiian,status_introduced,status_nonbreeding,status_misplaced,Species_Iridescence,Body_Feathers,Body_Male,Body_Female,Flight_Feathers,Flight_Male,Flight_Female,NonFlight_Feathers,NonFlight_Male,NonFlight_Female,Dorsal_Feathers,Dorsal_Male,Dorsal_Female,Breeding_Plumage,Male_Iridescence,Male_Plumage,Male_Hue,Male_Head,Male_Neck_Throat,Male_Breast_Underparts,Male_Back_Upperparts,Male_Wings,Male_Rump,Male_Tail,Male_Text,Male_ID,Female_Iridescence,Female_Plumage,Female_Hue,Female_Head,Female_Neck_Throat,Female_Breast_Underparts,Female_Back_Upperparts,Female_Wings,Female_Rump,Female_Tail,Female_Text,Female_ID,Notes,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
63,624078BAC17F8111,species,Surf Scoter,Anseriformes,Anatidae,Anatinae,Melanitta,Melanitta perspicillata,Melanitta perspicillata,Melanitta perspicillata,Melanitta perspicillata,Monotypic.,,,,,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,Definitive Basic,blue,0,1,0,0,0,0,0,"""Male. Feathering almost entirely black, with some cobalt-ultramarine gloss; forecrown and nape with large, bold white patches (size and shape vary), that of forecrown squarish or triangular and that of nape rectangular to ovate (Figs. 88 and 90 in Pyle 2008)""",text,0,,,0,0,0,0,0,0,0,,text,,58.8,25.2,21.6,15.9,38,226.3,115,109.5,51.2,72.8,1096.33,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,51.39,71.39,61.33,-124.67,4808381.84
13371,4800D6B673F13A48,species,White-winged Scoter,Anseriformes,Anatidae,Anatinae,Melanitta,Melanitta deglandi,Melanitta fusca,Melanitta deglandi,Melanitta deglandi,Formerly considered conspecific with Melanitta fusca.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,,text,,46.8,28.9,27.2,14.7,42.8,270,134.5,135.5,49.8,76.5,1800.17,DataFromSplit,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,48.71,70.64,60.21,-122.95,4842634.82
13381,1A601D86C048CBAA,species,Stejneger's Scoter,Anseriformes,Anatidae,Anatinae,Melanitta,Melanitta stejnegeri,NA,Melanitta stejnegeri,Melanitta stejnegeri,Formerly considered conspecific with Melanitta fusca.,,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,,text,,56.5,29.5,26.7,15.1,43,267.2,128.5,138.6,48.1,69,1800.17,DataFromSplit,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,43.53,72.51,61.1,127.95,6485999.47
65,B7B1A5DD94724A05,species,Black Scoter,Anseriformes,Anatidae,Anatinae,Melanitta,Melanitta americana,Melanitta nigra,Melanitta americana,Melanitta americana,,,,,,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,"definitive basic, alternate","blue, purple",1,1,1,1,1,1,1,"""Present Sep-May or Sep-Aug. Male uniformly black with some gloss or with cobalt or ultramarine violet sheen. In unworn plumage sheen on head and neck becoming turquoise or emerald on forward mantle. Feathers on sides and flanks long, black terminally with sooty bases and rounded ends when fresh, narrowing to a point when worn. Tail blackish with rounded ends. Wings and wing-lining black, innermost secondaries distally rounded. Underwing primary coverts with a pale sheen similar to inner webs of primaries. See Palmer 1976 for information on variation in texture of body feathering.""",text,1,,,0,0,0,0,0,0,0,,text,,45.4,23.3,22.6,12.3,39.6,220,105.2,114.8,47.9,75.2,1117,Updated_literature,Dunning (2021),NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,47.84,71.39,62.61,22.94,3674284.73
66,AF0C7BDEC7CEBAAC,species,Long-tailed Duck,Anseriformes,Anatidae,Anatinae,Clangula,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,,text,,32.1,19.2,16,11.9,33.1,215.6,108.5,105,50.9,130.8,871,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,35.57,83.11,68.24,-27.99,9492361.68
67,FB7383856D0DB2EA,species,Bufflehead,Anseriformes,Anatidae,Anatinae,Bucephala,Bucephala albeola,Bucephala albeola,Bucephala albeola,Bucephala albeola,Monotypic.,,,,,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,"definitive basic, definitive alternate","blue, green, purple",1,1,0,0,0,0,0,"DEFINTIVE BASIC ""Male. Head and throat black with blue, green, and purple iridescence; large white wedge extends from the eye to the back and top of the head; crown and occipital feathers elongated (> 15 mm) forming broad rounded crest; back and rump black; central scapulars black; outer scapulars white with black edge on outer web; uppertail coverts light gray."" DEFINITIVE ALTERNATE ""Male. Similar to Definitive Basic female but head darker with some feathers tinged glossy purple; crown and occipital feathers less elongated; white auricular patch averages larger; foreneck, rump, and uppertail coverts grayish dusky.""",text,0,,,0,0,0,0,0,0,0,,text,,28.8,18.9,12.9,9.9,30.1,160.8,75,83.5,47.4,65.4,397.46,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,39.82,68.1,56.77,-112.31,4859143.91
68,68EA281AF74846D2,species,Common Goldeneye,Anseriformes,Anatidae,Anatinae,Bucephala,Bucephala clangula,Bucephala clangula,Bucephala clangula,Bucephala clangula,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,definitive alternate,green,1,1,0,0,0,0,0,"Males: head and upper neck black, glossed green; large oval (sometimes round) white loral spot between eye and upper mandible; lower neck, upper mantle, sides of breast, and underparts white; thighs mottled brown. Outer webs of elongated feathers on lower flanks broadly edged black. Lower mantle, inner scapulars, back, rump, and uppertail-coverts black. Outer scapulars white centrally, the shorter ones with black outer webs, the longer ones edged black on both webs. Wings and tail of males same as in Definitive Basic plumage (described above); may be sexed accordingly (Palmer 1976, Cramp 1977).",text,0,,,0,0,0,0,0,0,0,,text,,38.1,17.7,16.1,11.9,34.1,208.7,105.4,99.4,51.4,82,918.56,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,41.89,70.72,58.51,35.56,22082935.41
69,9456DEDF7E1AADF3,species,Barrow's Goldeneye,Anseriformes,Anatidae,Anatinae,Bucephala,Bucephala islandica,Bucephala islandica,Bucephala islandica,Bucephala islandica,Monotypic.,,,,,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,definitve alternate(breeding),"blue, purple",1,1,0,0,0,0,0,"Adult sexes are strongly dimorphic in size and plumage most of the year. Breeding (Definitive Alternate) male has striking pattern of iridescent, purplish-black head with bright, white crescent-patch between bill and eye; brilliant white sides, breast, belly, and secondaries contrasted against black back, wings, and tail. DEFINTIVE ALTERNATE ""Male. Head and extreme upper neck black, glossed ultramarine-purple; large white crescent located between eye and side base of bill. Feathers on rear portion of head somewhat elongated, creating a distinctly hooded appearance, which enlarges apparent size of head. Mantle mostly black with some sheen as on head, with black extending down forward sides over front end of folded wing. """,text,0,,,0,0,0,0,0,0,0,,text,,34.9,18.2,16.6,12.7,38.2,221.7,103,115,47.2,86,921.21,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Aquatic predator,Aquatic,42.13,68.47,56.43,-124.05,2257979.96
70,F1F520368CC95F88,species,Smew,Anseriformes,Anatidae,Anatinae,Mergellus,Mergellus albellus,Mergellus albellus,Mergellus albellus,Mergellus albellus,Monotypic.,,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,,text,,32,18,8.3,9.5,30.2,187.3,98.8,85.5,53.8,70.3,608.55,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,49.64,71,60.6,90.3,11990223.32
71,60E6081E3DF8CFA4,species,Hooded Merganser,Anseriformes,Anatidae,Anatinae,Lophodytes,Lophodytes cucullatus,Lophodytes cucullatus,Lophodytes cucullatus,Lophodytes cucullatus,Monotypic.,,,,,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,definitive basic,green,1,1,0,0,0,0,0,"DEFINITIVE BASIC ""Male with large, black-bordered, white crest; rest of head and neck black with greenish sheen; back black; breast white with 2 black stripes extending down the foresides; abdomen white; sides and flanks rufous or tawny with vermiculated gray and black; uppertail coverts brownish gray with narrow buffy edging; undertail coverts white, speckled, or mottled dusky. """,text,0,,,0,0,0,0,0,0,0,,text,,39.6,27.6,8.3,9.3,29.2,186.6,95,91.5,50.9,85.6,613.77,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,29.76,56.35,44.5,-91.96,5510396.5
72,407E2CA886367DBB,species,Common Merganser,Anseriformes,Anatidae,Anatinae,Mergus,Mergus merganser,Mergus merganser,Mergus merganser,Mergus merganser,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,"defintive basic, definitive alternate",green,1,1,0,0,0,0,0,"DEFINITIVE BASIC ""Male. Head and upper neck almost black with glossy greenish sheen, the feathers at rear of crown and on nape slightly elongated and smoothly contoured, without obvious crest, but exaggerating size of head. Nape white or creamy, sharply demarcated from greenish-black head and upper neck. Back primarily glossy black, the center of back to tail medium gray with black shaft streaks, darkening toward tail. Inner scapulars black; lateral (nearest wing) scapulars white or creamy. Sides of body and rump, breast, belly, and undertail coverts creamy white with salmon tinge, the belly sometimes mottled gray; flanks finely vermiculated gray; underwing coverts white, some lesser and median coverts with some gray mottling; distal underwing greater and primary coverts washed grayish."" "" Malephoto in Definitive Alternate plumagephoto (acquired in autumn) has iridescent, greenish-black headphoto with rounded crest, brilliant white neck, underparts  , and secondariesphoto contrasting with black upperwingsphoto , gray back and tail, and long narrow scarlet-orange billphoto . ",text,0,,,0,0,0,0,0,0,0,,text,,69.4,38.4,10.4,11.7,50.9,270.8,123.8,145.7,46,107.2,1451.02,Dunning,NA,NO,NA,NA,Riverine,3,3,Carnivore,Aquatic predator,Aquatic,29.19,71.19,54.96,28.88,24915961.61
73,8DB64266A42FC19B,species,Red-breasted Merganser,Anseriformes,Anatidae,Anatinae,Mergus,Mergus serrator,Mergus serrator,Mergus serrator,Mergus serrator,Monotypic.,,,,,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,Definitive Basic,"green, purple",1,1,0,1,0,0,0," In Definitive Alternate (breeding  ) plumage (fall-early summer), malephoto has dark head  that is dark metallic green in the face and black elsewhere; elongated feathers at rear of head form long, shaggy, double-pointed crest  . Dark head bordered below by white collar around neck  , and reddish-brown breast  speckled with black. Tuft of feathers at sides of breast black with large white centers forming band of white patches that lie over forewing at rest. Sides and flanks grayish; remaining underparts white. Back black with dull greenish sheen, outer scapulars white, and rump through tail grayish. Wings black with white patches across inner wing (secondaries and coverts). Bill long, narrow, and serrated with a hooked tip; red with black tip. Feet red-orange."" Head, upper neck, and central hindneck black, glossed with green on sides of crown, faintly purple elsewhere. Feathers of occipital region form an erectile 2-part crest. Narrow crescent below eye and remainder of neck white. Mantle, inner and longer scapulars, and sides of breast black; other scapulars predominantly white, vermiculated dark grey on outer web; rump, and flanks vermiculated dark gray and white; uppertail coverts dark ash, tail dark slate, both sometimes with tips and edges of feathers vermiculated like rump. Sides of breast in front of wing with large white spots. Breast cinnamon-rufous to brownish, the feathers in center narrowly bordered with black laterally, on sides of chest more broadly; sides and flanks white, coarsely vermiculated black; belly to undertail coverts white, except some lateral coverts may be vermiculated black.",text,0,,,0,0,0,0,0,0,0,,text,,65,42.8,8.2,10.6,45.5,233.6,114.8,118,49.3,76.2,1015.17,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aquatic,42.01,75.22,60.86,26.86,23632905.44
74,98C6F8857AF96C4D,species,Masked Duck,Anseriformes,Anatidae,Anatinae,Nomonyx,Nomonyx dominicus,Nomonyx dominicus,Nomonyx dominicus,Nomonyx dominicus,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,text,0,,,0,0,0,0,0,0,0,,text,,39.6,22.2,16.2,11.2,24.1,138.1,55.4,79.8,41,85.8,364.97,Dunning,NA,NO,NA,NA,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,-36.06,29.1,-10.71,-57.31,8398764.69
75,CD7DC84B28AE24C8,species,Ruddy Duck,Anseriformes,Anatidae,Anatinae,Oxyura,Oxyura jamaicensis,Oxyura jamaicensis,Oxyura jamaicensis,Oxyura jamaicensis,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,text,0,,,0,0,0,0,0,0,0,,text,,45.4,24.4,20.9,10.5,31.8,139.6,59.5,82.8,41.9,70.2,608.15,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Aquatic predator,Aquatic,13.04,65.88,43.16,-107.78,6731653.66
76,F4F49CCBEB3E6B4A,species,Plain Chachalaca,Galliformes,Cracidae,,Ortalis,Ortalis vetula,Ortalis vetula,Ortalis vetula,Ortalis vetula,,,,,,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,definitve basic,green,0,0,0,0,0,0,1,"""Sexes alike. Upperparts brownish olive, becoming more grayish on head and neck; tail much darker, with greenish gloss and pale tip; underparts olive-brown to ashy olive, paler than back; becoming fulvescent on flanks, buffy brown on undertail coverts; center of lower breast and belly variable, from fulvous white, drab, and pale smoky gray to ochraceous white or pale-rufescent brown.""",text,1,definitive basic,green,0,0,0,0,0,0,1,"""Sexes alike. Upperparts brownish olive, becoming more grayish on head and neck; tail much darker, with greenish gloss and pale tip; underparts olive-brown to ashy olive, paler than back; becoming fulvescent on flanks, buffy brown on undertail coverts; center of lower breast and belly variable, from fulvous white, drab, and pale smoky gray to ochraceous white or pale-rufescent brown.""Scapulars, upperwing coverts, secondaries, back, rump, and uppertail coverts deep olive to dark greenish olive; hindneck and interscapulars slightly more brownish olive; pri-maries olive-brown, edged on outer web with deep olive; rectrices dark greenish olive with an oil-green gloss and rounded tips; central tail feathers (R1) with narrow ashy tips; others with broad white tips (Ridgway and Friedmann 1946, Delacour and Amadon 1973).",text,,28.3,12.2,6.9,8.8,61.1,198,22.1,172.2,11.4,230.4,562.6,Dunning,NA,NO,NA,NA,Shrubland,1,1,Herbivore,Frugivore,Insessorial,9.83,26.91,19.19,-92.82,603225.55
77,3760C5DCF9883C98,species,Gray-headed Chachalaca,Galliformes,Cracidae,,Ortalis,Ortalis cinereiceps,Ortalis cinereiceps,Ortalis cinereiceps,Ortalis cinereiceps,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,29.3,13.3,7.3,9,60.2,205.5,27.4,177.9,13.3,207.2,493,Dunning,NA,NO,NA,NA,Shrubland,1,1,Herbivore,Frugivore,Insessorial,5.31,15.88,10.62,-82.18,236334.32
78,E6447877C310D69D,species,Rufous-vented Chachalaca,Galliformes,Cracidae,,Ortalis,Ortalis ruficauda,Ortalis ruficauda,Ortalis ruficauda,Ortalis ruficauda,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,30.9,14.2,8.2,10.6,61.7,219.8,21.7,198.1,9.8,261,586.24,Dunning,NA,NO,NA,NA,Woodland,1,1,Herbivore,Frugivore,Insessorial,6.34,12.49,9.14,-68.46,474068.72
79,1C856C25657BE8C7,species,Rufous-bellied Chachalaca,Galliformes,Cracidae,,Ortalis,Ortalis wagleri,Ortalis wagleri,Ortalis wagleri,Ortalis wagleri,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,SB check tail feathers for iridescence,31,15.1,8.2,10.4,68,241.5,43,198.5,17.9,243.2,833.99,Dunning,NA,NO,NA,NA,Woodland,1,1,Herbivore,Frugivore,Insessorial,20.39,28.91,25.21,-107.15,114061.43
80,98FC9EB99421EFB5,species,West Mexican Chachalaca,Galliformes,Cracidae,,Ortalis,Ortalis poliocephala,Ortalis poliocephala,Ortalis poliocephala,Ortalis poliocephala,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,33,17.3,10.1,11.2,76,260,25.2,233,9.9,291.8,760,Dunning,NA,NO,NA,NA,Woodland,1,1,Herbivore,Frugivore,Generalist,15.65,20.63,18.4,-100.69,200072.2
81,36D6CAB725F2767F,species,White-bellied Chachalaca,Galliformes,Cracidae,,Ortalis,Ortalis leucogastra,Ortalis leucogastra,Ortalis leucogastra,Ortalis leucogastra,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,30.7,13.9,7.7,9.9,57.8,208.6,35.9,172.9,17.2,204.5,495.82,Dunning,NA,NO,NA,NA,Woodland,1,1,Herbivore,Frugivore,Insessorial,11.75,16.09,13.61,-88.97,57398.42
82,01A3897928028F1C,species,Crested Guan,Galliformes,Cracidae,,Penelope,Penelope purpurascens,Penelope purpurascens,Penelope purpurascens,Penelope purpurascens,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,45.8,18.2,10.1,11.2,83.5,379.7,45.7,337.6,12,368.6,2060,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-4.22,24.46,13.31,-85.92,1269425.48
83,8C688594EA605D43,species,Black Guan,Galliformes,Cracidae,,Chamaepetes,Chamaepetes unicolor,Chamaepetes unicolor,Chamaepetes unicolor,Chamaepetes unicolor,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,SB check from blue gloss iridescence,37.8,17.3,8.9,10.8,65.5,290.4,43,242.2,15,259.2,1135,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,8.37,10.99,9.43,-83.22,15572.6
84,E627D25F613D6C82,species,Highland Guan,Galliformes,Cracidae,,Penelopina,Penelopina nigra,Penelopina nigra,Penelopina nigra,Penelopina nigra,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,SB check from blue gloss iridescence,30.8,14.5,7.8,9.9,70.7,239.7,13.2,221.6,5.7,263.1,889.99,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,12.91,17.65,15.24,-90.19,103251.96
85,9584A5CAEB0ECF19,species,Horned Guan,Galliformes,Cracidae,,Oreophasis,Oreophasis derbianus,Oreophasis derbianus,Oreophasis derbianus,Oreophasis derbianus,Monotypic.,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,blue,0,1,0,1,1,1,1,""" Glossy black above  with bluish sheen. Whitish flecked black  on neck  , breastphoto and upper belly, with brown flanks and lower belly, and black tailphoto has white band near base. Small red dewlap, white iris  , yellow billvideo and red legs. Sexes alike except in measurements (male has taller horn, longer wings, tail and tarsi) (1); formerly alleged differences now attributed to different ages of birds. Juvenile similar, but duller with truncated horn (first appears at four months old and reaches 3·5 cm tall after 12 months) (1)""",text,1,,blue,0,1,0,1,1,1,1,""" Glossy black above  with bluish sheen. Whitish flecked black  on neck  , breastphoto and upper belly, with brown flanks and lower belly, and black tailphoto has white band near base. Small red dewlap, white iris  , yellow billvideo and red legs. Sexes alike except in measurements (male has taller horn, longer wings, tail and tarsi) (1); formerly alleged differences now attributed to different ages of birds. Juvenile similar, but duller with truncated horn (first appears at four months old and reaches 3·5 cm tall after 12 months) (1)""",text,,42.7,20.7,10.3,14.1,82,370.5,33.5,337,9,352.8,2071.54,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,14.41,17.18,15.12,-91.62,7715.08
86,BA8A14D2626B00A7,species,Great Curassow,Galliformes,Cracidae,,Crax,Crax rubra,Crax rubra,Crax rubra,Crax rubra,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,53,24.5,11.9,20.2,106.8,381.2,35.6,345.6,9.3,340.2,4133,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Terrestrial,-2.35,24.04,14.01,-87.76,662063.72
112,1044B438EE7556BB,species,Helmeted Guineafowl,Galliformes,Numididae,,Numida,Numida meleagris,Numida meleagris,Numida meleagris,Numida meleagris,,,I,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,26.1,17.6,11.8,13.8,67.3,253.8,51.5,200.1,20.4,138.4,1299,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,-34.04,18.91,-4,24.21,12744779.36
133,8A792FFCDADA4D92,species,Tawny-faced Quail,Galliformes,Odontophoridae,,Rhynchortyx,Rhynchortyx cinctus,Rhynchortyx cinctus,Rhynchortyx cinctus,Rhynchortyx cinctus,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,15.5,9.9,7.9,11.1,31.6,110.2,39.6,69.7,36.2,45.6,150,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,0.83,16.03,9.46,-81.03,179089.72
116,171E91FFA209EB46,species,Mountain Quail,Galliformes,Odontophoridae,,Oreortyx,Oreortyx pictus,Oreortyx pictus,Oreortyx pictus,Oreortyx pictus,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,15.4,8.7,6.6,8,35,134,41.4,89.8,31.6,73,233,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Terrestrial,29.57,47.69,40.46,-120.58,346065.66
115,AF3E329B053E529A,species,Buffy-crowned Wood-Partridge,Galliformes,Odontophoridae,,Dendrortyx,Dendrortyx leucophrys,Dendrortyx leucophrys,Dendrortyx leucophrys,Dendrortyx leucophrys,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,19.2,10.7,9.1,12.2,47.6,149.2,31.2,116.5,21.3,122.5,367.39,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,9.45,16,14.6,-88.45,117127.03
114,B6A6A4A0B4530861,species,Long-tailed Wood-Partridge,Galliformes,Odontophoridae,,Dendrortyx,Dendrortyx macroura,Dendrortyx macroura,Dendrortyx macroura,Dendrortyx macroura,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,20.4,12.5,12.8,14.4,50.3,165.2,20.8,144.5,12.5,143,430.99,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,15.9,20.89,18.53,-99.76,123071.93
113,B2082233765937D9,species,Bearded Wood-Partridge,Galliformes,Odontophoridae,,Dendrortyx,Dendrortyx barbatus,Dendrortyx barbatus,Dendrortyx barbatus,Dendrortyx barbatus,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,19.8,11.3,9.6,12.4,46.5,150.5,25.6,124.9,17,107.8,432,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,18.58,21.63,20.51,-98.42,6883.51
121,4DE41E52ABA9BA89,species,Banded Quail,Galliformes,Odontophoridae,,Philortyx,Philortyx fasciatus,Philortyx fasciatus,Philortyx fasciatus,Philortyx fasciatus,Monotypic.,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,13.7,8.2,6.2,7.7,26.7,98.6,22.9,76.6,23,57.2,130,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Terrestrial,16.59,19.85,18.4,-100.74,90841.05
122,91CCBC719C97AE19,species,Northern Bobwhite,Galliformes,Odontophoridae,,Colinus,Colinus virginianus,Colinus virginianus,Colinus virginianus,Colinus virginianus,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,14.9,8.6,7,8.4,29.6,109.8,30.3,79.4,27.6,56.8,171.89,Dunning,NA,NO,NA,NA,Human Modified,2,1,Herbivore,Omnivore,Terrestrial,14.51,45.69,34.48,-91.61,4364464.18
123,2F9C259A54826E75,species,Black-throated Bobwhite,Galliformes,Odontophoridae,,Colinus,Colinus nigrogularis,Colinus nigrogularis,Colinus nigrogularis,Colinus nigrogularis,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,14.5,9.8,7.4,8.9,28.2,102,25,76,24.7,55.2,129.81,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Terrestrial,12.94,21.61,19.15,-87.99,108756.64
124,C5B72F4EFA7556E9,species,Crested Bobwhite,Galliformes,Odontophoridae,,Colinus,Colinus cristatus,Colinus cristatus,Colinus cristatus,Colinus cristatus,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,14.7,8.7,6.1,7.6,28.5,99.8,26.1,72.4,26.6,57.3,134.45,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Terrestrial,-0.16,12.63,6.24,-67.92,1865470.32
117,C46EEE5964320103,species,Scaled Quail,Galliformes,Odontophoridae,,Callipepla,Callipepla squamata,Callipepla squamata,Callipepla squamata,Callipepla squamata,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,14,8.2,6,6.9,31.7,116,27.8,87.4,24.2,79.4,183.86,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Omnivore,Terrestrial,20.66,38.94,29.9,-103.66,1414278.24
118,71FBF8D456B11BCB,species,Elegant Quail,Galliformes,Odontophoridae,,Callipepla,Callipepla douglasii,Callipepla douglasii,Callipepla douglasii,Callipepla douglasii,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,14.5,8.7,6.8,8.2,30.3,112.8,25.1,84.1,23,68.6,177.08,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Terrestrial,20.48,29.79,25.41,-107.37,118889.46
119,F93AC929F265F3EF,species,California Quail,Galliformes,Odontophoridae,,Callipepla,Callipepla californica,Callipepla californica,Callipepla californica,Callipepla californica,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,14.1,7.2,5.6,6.8,28.5,108.2,28.3,79.5,26.2,82.2,165.7,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Terrestrial,22.87,51.77,40.86,-118.9,1087257.04
